STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00103297,"FORT HALL 1 NNE, ID US",3/28/2006,,,,0,0,0,52,26,32
USC00103297,"FORT HALL 1 NNE, ID US",3/29/2006,,,,0.26,0,0,46,32,36
USC00103297,"FORT HALL 1 NNE, ID US",3/30/2006,,,,0.11,0,0,48,32,35
USC00103297,"FORT HALL 1 NNE, ID US",3/31/2006,,,,0,0,0,47,30,36
USC00103297,"FORT HALL 1 NNE, ID US",4/1/2006,,,,0.09,0,0,46,36,43
USC00103297,"FORT HALL 1 NNE, ID US",4/2/2006,,,,0.03,0,0,53,24,27
USC00103297,"FORT HALL 1 NNE, ID US",4/3/2006,,,,0,0,0,66,27,36
USC00103297,"FORT HALL 1 NNE, ID US",4/4/2006,,,,0,0,0,60,35,46
USC00103297,"FORT HALL 1 NNE, ID US",4/5/2006,,,,0.03,0,0,54,44,49
USC00103297,"FORT HALL 1 NNE, ID US",4/6/2006,,,,0.3,0,0,42,32,34
USC00103297,"FORT HALL 1 NNE, ID US",4/7/2006,,,,0.27,0,0,57,34,38
USC00103297,"FORT HALL 1 NNE, ID US",4/8/2006,,,,0,0,0,58,31,34
USC00103297,"FORT HALL 1 NNE, ID US",4/9/2006,,,,0,0,0,57,33,38
USC00103297,"FORT HALL 1 NNE, ID US",4/10/2006,,,,0,0,0,53,36,36
USC00103297,"FORT HALL 1 NNE, ID US",4/11/2006,,,,0,0,0,55,30,34
USC00103297,"FORT HALL 1 NNE, ID US",4/12/2006,,,,0.15,0,0,63,33,34
USC00103297,"FORT HALL 1 NNE, ID US",4/13/2006,,,,0,0,0,63,34,45
USC00103297,"FORT HALL 1 NNE, ID US",4/14/2006,,,,0,0,0,62,35,39
USC00103297,"FORT HALL 1 NNE, ID US",4/15/2006,,,,0,0,0,61,37,45
USC00103297,"FORT HALL 1 NNE, ID US",4/16/2006,,,,0.05,0,0,50,42,44
USC00103297,"FORT HALL 1 NNE, ID US",4/17/2006,,,,0.97,4,4,37,31,31
USC00103297,"FORT HALL 1 NNE, ID US",4/18/2006,,,,0.35,1,3,44,24,24
USC00103297,"FORT HALL 1 NNE, ID US",4/19/2006,,,,0.03,0,2,52,22,23
USC00103297,"FORT HALL 1 NNE, ID US",4/20/2006,,,,0,0,0,61,23,25
USC00103297,"FORT HALL 1 NNE, ID US",4/21/2006,,,,0,0,0,69,25,32
USC00103297,"FORT HALL 1 NNE, ID US",4/22/2006,,,,0,0,0,75,30,33
USC00103297,"FORT HALL 1 NNE, ID US",4/23/2006,,,,0,0,0,62,33,41
USC00103297,"FORT HALL 1 NNE, ID US",4/24/2006,,,,0.02,0,0,53,32,33
USC00103297,"FORT HALL 1 NNE, ID US",4/25/2006,,,,0,0,0,60,33,41
USC00103297,"FORT HALL 1 NNE, ID US",4/26/2006,,,,0,0,0,64,29,33
USC00103297,"FORT HALL 1 NNE, ID US",4/27/2006,,,,0,0,0,68,33,39
USC00103297,"FORT HALL 1 NNE, ID US",4/28/2006,,,,0,0,0,66,35,37
USC00103297,"FORT HALL 1 NNE, ID US",4/29/2006,,,,0,0,0,73,31,36
USC00103297,"FORT HALL 1 NNE, ID US",4/30/2006,,,,0,0,0,64,36,50
USC00103297,"FORT HALL 1 NNE, ID US",5/1/2006,,,,0,0,0,55,37,40
USC00103297,"FORT HALL 1 NNE, ID US",5/2/2006,,,,0,0,0,56,34,35
USC00103297,"FORT HALL 1 NNE, ID US",5/3/2006,,,,0,0,0,66,23,26
USC00103297,"FORT HALL 1 NNE, ID US",5/4/2006,,,,0,0,0,64,26,40
USC00103297,"FORT HALL 1 NNE, ID US",5/5/2006,,,,0,0,0,69,29,32
USC00103297,"FORT HALL 1 NNE, ID US",5/6/2006,,,,0,0,0,72,30,38
USC00103297,"FORT HALL 1 NNE, ID US",5/7/2006,,,,0,0,0,66,38,49
USC00103297,"FORT HALL 1 NNE, ID US",5/8/2006,,,,0.06,0,0,58,43,45
USC00103297,"FORT HALL 1 NNE, ID US",5/9/2006,,,,0,0,0,57,26,27
USC00103297,"FORT HALL 1 NNE, ID US",5/10/2006,,,,0,0,0,62,26,30
USC00103297,"FORT HALL 1 NNE, ID US",5/11/2006,,,,0,0,0,75,30,33
USC00103297,"FORT HALL 1 NNE, ID US",5/12/2006,,,,0,0,0,74,33,51
USC00103297,"FORT HALL 1 NNE, ID US",5/13/2006,,,,0,0,0,78,36,50
USC00103297,"FORT HALL 1 NNE, ID US",5/14/2006,,,,0,0,0,81,40,48
USC00103297,"FORT HALL 1 NNE, ID US",5/15/2006,,,,0,0,0,84,42,45
USC00103297,"FORT HALL 1 NNE, ID US",5/16/2006,,,,0,0,0,85,40,46
USC00103297,"FORT HALL 1 NNE, ID US",5/17/2006,,,,0,0,0,86,43,46
USC00103297,"FORT HALL 1 NNE, ID US",5/18/2006,,,,0,0,0,48,45,47
USC00103297,"FORT HALL 1 NNE, ID US",5/19/2006,,,,0,0,0,81,54,
USC00103297,"FORT HALL 1 NNE, ID US",5/20/2006,,,,0,0,0,77,51,63
USC00103297,"FORT HALL 1 NNE, ID US",5/21/2006,,,,0,0,0,80,49,57
USC00103297,"FORT HALL 1 NNE, ID US",5/22/2006,,,,0,0,0,74,45,48
USC00103297,"FORT HALL 1 NNE, ID US",5/23/2006,,,,0,0,0,66,48,50
USC00103297,"FORT HALL 1 NNE, ID US",5/24/2006,,,,0,0,0,79,40,44
USC00103297,"FORT HALL 1 NNE, ID US",5/25/2006,,,,0,0,0,76,43,54
USC00103297,"FORT HALL 1 NNE, ID US",5/26/2006,,,,0,0,0,64,44,51
USC00103297,"FORT HALL 1 NNE, ID US",5/27/2006,,,,0.27,0,0,45,40,40
USC00103297,"FORT HALL 1 NNE, ID US",5/28/2006,,,,0.41,0,0,51,36,38
USC00103297,"FORT HALL 1 NNE, ID US",5/29/2006,,,,0.04,0,0,59,34,39
USC00103297,"FORT HALL 1 NNE, ID US",5/30/2006,,,,0,0,0,65,32,35
USC00103297,"FORT HALL 1 NNE, ID US",5/31/2006,,,,0,0,0,73,33,36
USC00103297,"FORT HALL 1 NNE, ID US",6/1/2006,,,,0,0,0,83,36,42
USC00103297,"FORT HALL 1 NNE, ID US",6/2/2006,,,,0,0,0,78,42,53
USC00103297,"FORT HALL 1 NNE, ID US",6/3/2006,,,,0,0,0,73,53,56
USC00103297,"FORT HALL 1 NNE, ID US",6/4/2006,,,,0,0,0,82,49,61
USC00103297,"FORT HALL 1 NNE, ID US",6/5/2006,,,,0.02,0,0,77,52,55
USC00103297,"FORT HALL 1 NNE, ID US",6/6/2006,,,,0,0,0,89,47,52
USC00103297,"FORT HALL 1 NNE, ID US",6/7/2006,,,,0,0,0,85,52,57
USC00103297,"FORT HALL 1 NNE, ID US",6/8/2006,,,,0.08,0,0,77,55,55
USC00103297,"FORT HALL 1 NNE, ID US",6/9/2006,,,,0.07,0,0,73,50,56
USC00103297,"FORT HALL 1 NNE, ID US",6/10/2006,,,,0.23,0,0,71,43,46
USC00103297,"FORT HALL 1 NNE, ID US",6/11/2006,,,,0,0,0,82,46,51
USC00103297,"FORT HALL 1 NNE, ID US",6/12/2006,,,,0,0,0,87,45,49
USC00103297,"FORT HALL 1 NNE, ID US",6/13/2006,,,,0,0,0,84,49,65
USC00103297,"FORT HALL 1 NNE, ID US",6/14/2006,,,,0.04,0,0,60,49,50
USC00103297,"FORT HALL 1 NNE, ID US",6/15/2006,,,,0.13,0,0,67,39,44
USC00103297,"FORT HALL 1 NNE, ID US",6/16/2006,,,,0,0,0,72,44,51
USC00103297,"FORT HALL 1 NNE, ID US",6/17/2006,,,,0,0,0,74,47,53
USC00103297,"FORT HALL 1 NNE, ID US",6/18/2006,,,,0,0,0,80,41,50
USC00103297,"FORT HALL 1 NNE, ID US",6/19/2006,,,,0.02,0,0,78,50,58
USC00103297,"FORT HALL 1 NNE, ID US",6/20/2006,,,,0,0,0,72,51,53
USC00103297,"FORT HALL 1 NNE, ID US",6/21/2006,,,,0,0,0,76,47,49
USC00103297,"FORT HALL 1 NNE, ID US",6/22/2006,,,,0,0,0,77,42,53
USC00103297,"FORT HALL 1 NNE, ID US",6/23/2006,,,,0,0,0,84,41,48
USC00103297,"FORT HALL 1 NNE, ID US",6/24/2006,,,,0,0,0,82,43,51
USC00103297,"FORT HALL 1 NNE, ID US",6/25/2006,,,,0,0,0,87,46,50
USC00103297,"FORT HALL 1 NNE, ID US",6/26/2006,,,,0,0,0,87,50,52
USC00103297,"FORT HALL 1 NNE, ID US",6/27/2006,,,,0,0,0,88,49,57
USC00103297,"FORT HALL 1 NNE, ID US",6/28/2006,,,,0,0,0,87,50,52
USC00103297,"FORT HALL 1 NNE, ID US",6/29/2006,,,,0,0,0,82,49,57
USC00103297,"FORT HALL 1 NNE, ID US",6/30/2006,,,,0,0,0,84,57,63
USC00103297,"FORT HALL 1 NNE, ID US",7/1/2006,,,,0,0,0,88,50,67
USC00103297,"FORT HALL 1 NNE, ID US",7/2/2006,,,,0,0,0,89,52,
USC00103297,"FORT HALL 1 NNE, ID US",7/3/2006,,,,0,0,0,90,51,
USC00103297,"FORT HALL 1 NNE, ID US",7/4/2006,,,,0,0,0,89,52,
USC00103297,"FORT HALL 1 NNE, ID US",7/5/2006,,,,0,0,0,78,56,
USC00103297,"FORT HALL 1 NNE, ID US",7/6/2006,,,,0,0,0,82,53,
USC00103297,"FORT HALL 1 NNE, ID US",7/7/2006,,,,0,0,0,85,51,
USC00103297,"FORT HALL 1 NNE, ID US",7/8/2006,,,,0,0,0,88,46,
USC00103297,"FORT HALL 1 NNE, ID US",7/9/2006,,,,0,0,0,91,49,
USC00103297,"FORT HALL 1 NNE, ID US",7/10/2006,,,,0,0,0,93,49,
USC00103297,"FORT HALL 1 NNE, ID US",7/11/2006,,,,0,0,0,94,54,
USC00103297,"FORT HALL 1 NNE, ID US",7/12/2006,,,,0.01,0,0,87,58,
USC00103297,"FORT HALL 1 NNE, ID US",7/13/2006,,,,0,0,0,86,49,
USC00103297,"FORT HALL 1 NNE, ID US",7/14/2006,,,,0,0,0,97,48,
USC00103297,"FORT HALL 1 NNE, ID US",7/15/2006,,,,0,0,0,99,50,
USC00103297,"FORT HALL 1 NNE, ID US",7/16/2006,,,,0,0,0,97,54,
USC00103297,"FORT HALL 1 NNE, ID US",7/17/2006,,,,0,0,0,98,53,
USC00103297,"FORT HALL 1 NNE, ID US",7/18/2006,,,,0,0,0,94,55,
USC00103297,"FORT HALL 1 NNE, ID US",7/19/2006,,,,0,0,0,98,56,
USC00103297,"FORT HALL 1 NNE, ID US",7/20/2006,,,,0,0,0,99,57,
USC00103297,"FORT HALL 1 NNE, ID US",7/21/2006,,,,0,0,0,98,46,59
USC00103297,"FORT HALL 1 NNE, ID US",7/22/2006,,,,0,0,0,101,55,61
USC00103297,"FORT HALL 1 NNE, ID US",7/23/2006,,,,0,0,0,96,59,69
USC00103297,"FORT HALL 1 NNE, ID US",7/24/2006,,,,0,0,0,91,67,68
USC00103297,"FORT HALL 1 NNE, ID US",7/25/2006,,,,0,0,0,94,52,54
USC00103297,"FORT HALL 1 NNE, ID US",7/26/2006,,,,0,0,0,93,54,55
USC00103297,"FORT HALL 1 NNE, ID US",7/27/2006,,,,0,0,0,96,53,54
USC00103297,"FORT HALL 1 NNE, ID US",7/28/2006,,,,0,0,0,98,54,56
USC00103297,"FORT HALL 1 NNE, ID US",7/29/2006,,,,0,0,0,95,56,70
USC00103297,"FORT HALL 1 NNE, ID US",7/30/2006,,,,0,0,0,86,60,73
USC00103297,"FORT HALL 1 NNE, ID US",7/31/2006,,,,0,0,0,75,54,61
USC00103297,"FORT HALL 1 NNE, ID US",8/1/2006,,,,0.16,0,0,77,52,52
USC00103297,"FORT HALL 1 NNE, ID US",8/2/2006,,,,0,0,0,83,43,50
USC00103297,"FORT HALL 1 NNE, ID US",8/3/2006,,,,0,0,0,87,47,47
USC00103297,"FORT HALL 1 NNE, ID US",8/4/2006,,,,0,0,0,89,47,51
USC00103297,"FORT HALL 1 NNE, ID US",8/5/2006,,,,0,0,0,87,50,54
USC00103297,"FORT HALL 1 NNE, ID US",8/6/2006,,,,0,0,0,92,51,53
USC00103297,"FORT HALL 1 NNE, ID US",8/7/2006,,,,0,0,0,94,53,57
USC00103297,"FORT HALL 1 NNE, ID US",8/8/2006,,,,0,0,0,93,57,61
USC00103297,"FORT HALL 1 NNE, ID US",8/9/2006,,,,0,0,0,80,54,60
USC00103297,"FORT HALL 1 NNE, ID US",8/10/2006,,,,0,0,0,92,45,46
USC00103297,"FORT HALL 1 NNE, ID US",8/11/2006,,,,0,0,0,84,46,61
USC00103297,"FORT HALL 1 NNE, ID US",8/12/2006,,,,0,0,0,81,48,60
USC00103297,"FORT HALL 1 NNE, ID US",8/13/2006,,,,0,0,0,83,40,48
USC00103297,"FORT HALL 1 NNE, ID US",8/14/2006,,,,0,0,0,90,43,43
USC00103297,"FORT HALL 1 NNE, ID US",8/15/2006,,,,0,0,0,89,43,64
USC00103297,"FORT HALL 1 NNE, ID US",8/16/2006,,,,0,0,0,90,45,47
USC00103297,"FORT HALL 1 NNE, ID US",8/17/2006,,,,0,0,0,80,47,54
USC00103297,"FORT HALL 1 NNE, ID US",8/18/2006,,,,0,0,0,82,39,40
USC00103297,"FORT HALL 1 NNE, ID US",8/19/2006,,,,0,0,0,87,39,53
USC00103297,"FORT HALL 1 NNE, ID US",8/20/2006,,,,0,0,0,90,43,46
USC00103297,"FORT HALL 1 NNE, ID US",8/21/2006,,,,0,0,0,91,46,46
USC00103297,"FORT HALL 1 NNE, ID US",8/22/2006,,,,0,0,0,93,46,52
USC00103297,"FORT HALL 1 NNE, ID US",8/23/2006,,,,0,0,0,91,49,49
USC00103297,"FORT HALL 1 NNE, ID US",8/24/2006,,,,0,0,0,81,49,55
USC00103297,"FORT HALL 1 NNE, ID US",8/25/2006,,,,0,0,0,78,52,57
USC00103297,"FORT HALL 1 NNE, ID US",8/26/2006,,,,0,0,0,66,53,54
USC00103297,"FORT HALL 1 NNE, ID US",8/27/2006,,,,0.14,0,0,81,42,44
USC00103297,"FORT HALL 1 NNE, ID US",8/28/2006,,,,0,0,0,89,44,45
USC00103297,"FORT HALL 1 NNE, ID US",8/29/2006,,,,0,0,0,93,45,49
USC00103297,"FORT HALL 1 NNE, ID US",8/30/2006,,,,0,0,0,76,49,60
USC00103297,"FORT HALL 1 NNE, ID US",8/31/2006,,,,0,0,0,70,32,33
USC00103297,"FORT HALL 1 NNE, ID US",9/1/2006,,,,0,0,0,77,30,32
USC00103297,"FORT HALL 1 NNE, ID US",9/2/2006,,,,0,0,0,84,32,33
USC00103297,"FORT HALL 1 NNE, ID US",9/3/2006,,,,0,0,0,89,33,40
USC00103297,"FORT HALL 1 NNE, ID US",9/4/2006,,,,0,0,0,88,39,41
USC00103297,"FORT HALL 1 NNE, ID US",9/5/2006,,,,0.01,0,0,90,41,53
USC00103297,"FORT HALL 1 NNE, ID US",9/6/2006,,,,0,0,0,85,51,51
USC00103297,"FORT HALL 1 NNE, ID US",9/7/2006,,,,0,0,0,79,49,50
USC00103297,"FORT HALL 1 NNE, ID US",9/8/2006,,,,0,0,0,76,50,52
USC00103297,"FORT HALL 1 NNE, ID US",9/9/2006,,,,0,0,0,78,46,47
USC00103297,"FORT HALL 1 NNE, ID US",9/10/2006,,,,0,0,0,79,47,48
USC00103297,"FORT HALL 1 NNE, ID US",9/11/2006,,,,0,0,0,81,45,45
USC00103297,"FORT HALL 1 NNE, ID US",9/12/2006,,,,0,0,0,86,41,42
USC00103297,"FORT HALL 1 NNE, ID US",9/13/2006,,,,0,0,0,84,41,44
USC00103297,"FORT HALL 1 NNE, ID US",9/14/2006,,,,0,0,0,60,43,56
USC00103297,"FORT HALL 1 NNE, ID US",9/15/2006,,,,0.01,0,0,60,47,49
USC00103297,"FORT HALL 1 NNE, ID US",9/16/2006,,,,0.5,0,0,47,37,38
USC00103297,"FORT HALL 1 NNE, ID US",9/17/2006,,,,0.09,0,0,56,37,37
USC00103297,"FORT HALL 1 NNE, ID US",9/18/2006,,,,0,0,0,65,29,29
USC00103297,"FORT HALL 1 NNE, ID US",9/19/2006,,,,0,0,0,72,29,37
USC00103297,"FORT HALL 1 NNE, ID US",9/20/2006,,,,0.04,0,0,49,36,41
USC00103297,"FORT HALL 1 NNE, ID US",9/21/2006,,,,0.2,0,0,56,40,43
USC00103297,"FORT HALL 1 NNE, ID US",9/22/2006,,,,0.28,0,0,54,38,39
USC00103297,"FORT HALL 1 NNE, ID US",9/23/2006,,,,0,0,0,56,30,30
USC00103297,"FORT HALL 1 NNE, ID US",9/24/2006,,,,0,0,0,63,29,30
USC00103297,"FORT HALL 1 NNE, ID US",9/25/2006,,,,0,0,0,68,30,32
USC00103297,"FORT HALL 1 NNE, ID US",9/26/2006,,,,0,0,0,72,31,34
USC00103297,"FORT HALL 1 NNE, ID US",9/27/2006,,,,0,0,0,72,33,36
USC00103297,"FORT HALL 1 NNE, ID US",9/28/2006,,,,0,0,0,75,35,36
USC00103297,"FORT HALL 1 NNE, ID US",9/29/2006,,,,0,0,0,74,36,40
USC00103297,"FORT HALL 1 NNE, ID US",9/30/2006,,,,0,0,0,78,35,36
USC00103297,"FORT HALL 1 NNE, ID US",10/1/2006,,,,0,0,0,75,36,45
USC00103297,"FORT HALL 1 NNE, ID US",10/2/2006,,,,0,0,0,61,42,45
USC00103297,"FORT HALL 1 NNE, ID US",10/3/2006,,,,0.36,0,0,65,40,40
USC00103297,"FORT HALL 1 NNE, ID US",10/4/2006,,,,0,0,0,71,40,53
USC00103297,"FORT HALL 1 NNE, ID US",10/5/2006,,,,0.14,0,0,67,44,45
USC00103297,"FORT HALL 1 NNE, ID US",10/6/2006,,,,0,0,0,62,43,58
USC00103297,"FORT HALL 1 NNE, ID US",10/7/2006,,,,0.03,0,0,48,48,48
USC00103297,"FORT HALL 1 NNE, ID US",10/8/2006,,,,0.03,0,0,57,34,35
USC00103297,"FORT HALL 1 NNE, ID US",10/9/2006,,,,0,0,0,50,35,41
USC00103297,"FORT HALL 1 NNE, ID US",10/10/2006,,,,0.04,0,0,55,35,36
USC00103297,"FORT HALL 1 NNE, ID US",10/11/2006,,,,0,0,0,59,34,42
USC00103297,"FORT HALL 1 NNE, ID US",10/12/2006,,,,0,0,0,61,30,31
USC00103297,"FORT HALL 1 NNE, ID US",10/13/2006,,,,0,0,0,67,29,30
USC00103297,"FORT HALL 1 NNE, ID US",10/14/2006,,,,0,0,0,67,28,31
USC00103297,"FORT HALL 1 NNE, ID US",10/15/2006,,,,0,0,0,66,28,32
USC00103297,"FORT HALL 1 NNE, ID US",10/16/2006,,,,0.11,0,0,51,32,42
USC00103297,"FORT HALL 1 NNE, ID US",10/17/2006,,,,0,0,0,47,34,34
USC00103297,"FORT HALL 1 NNE, ID US",10/18/2006,,,,0,0,0,46,20,20
USC00103297,"FORT HALL 1 NNE, ID US",10/19/2006,,,,0,0,0,54,20,42
USC00103297,"FORT HALL 1 NNE, ID US",10/20/2006,,,,0.09,0,0,50,42,44
USC00103297,"FORT HALL 1 NNE, ID US",10/21/2006,,,,0,0,0,50,22,22
USC00103297,"FORT HALL 1 NNE, ID US",10/22/2006,,,,0,0,0,53,21,22
USC00103297,"FORT HALL 1 NNE, ID US",10/23/2006,,,,0,0,0,60,22,24
USC00103297,"FORT HALL 1 NNE, ID US",10/24/2006,,,,0,0,0,62,22,27
USC00103297,"FORT HALL 1 NNE, ID US",10/25/2006,,,,0.02,0,0,34,24,32
USC00103297,"FORT HALL 1 NNE, ID US",10/26/2006,,,,0.22,2,2,43,22,24
USC00103297,"FORT HALL 1 NNE, ID US",10/27/2006,,,,0,0,0,54,24,26
USC00103297,"FORT HALL 1 NNE, ID US",10/28/2006,,,,0,0,0,57,22,24
USC00103297,"FORT HALL 1 NNE, ID US",10/29/2006,,,,0,0,0,62,21,21
USC00103297,"FORT HALL 1 NNE, ID US",10/30/2006,,,,0,0,0,40,21,28
USC00103297,"FORT HALL 1 NNE, ID US",10/31/2006,,,,0,0,0,37,11,11
USC00103297,"FORT HALL 1 NNE, ID US",11/1/2006,,,,0,0,0,43,9,10
USC00103297,"FORT HALL 1 NNE, ID US",11/2/2006,,,,0,0,0,51,10,20
USC00103297,"FORT HALL 1 NNE, ID US",11/3/2006,,,,0.12,0,0,53,20,44
USC00103297,"FORT HALL 1 NNE, ID US",11/4/2006,,,,0.06,0,0,48,38,41
USC00103297,"FORT HALL 1 NNE, ID US",11/5/2006,,,,0,0,0,50,41,45
USC00103297,"FORT HALL 1 NNE, ID US",11/6/2006,,,,0,0,0,61,44,50
USC00103297,"FORT HALL 1 NNE, ID US",11/7/2006,,,,0,0,0,69,50,53
USC00103297,"FORT HALL 1 NNE, ID US",11/8/2006,,,,0,0,0,59,53,58
USC00103297,"FORT HALL 1 NNE, ID US",11/9/2006,,,,0,0,0,47,35,36
USC00103297,"FORT HALL 1 NNE, ID US",11/10/2006,,,,0.01,0,0,46,24,25
USC00103297,"FORT HALL 1 NNE, ID US",11/11/2006,,,,0,0,0,45,25,45
USC00103297,"FORT HALL 1 NNE, ID US",11/12/2006,,,,0.04,0.3,0,45,24,25
USC00103297,"FORT HALL 1 NNE, ID US",11/13/2006,,,,0,0,0,47,25,34
USC00103297,"FORT HALL 1 NNE, ID US",11/14/2006,,,,0.53,0,0,37,31,34
USC00103297,"FORT HALL 1 NNE, ID US",11/15/2006,,,,0.19,1,1,43,21,22
USC00103297,"FORT HALL 1 NNE, ID US",11/16/2006,,,,0,0,0,45,22,38
USC00103297,"FORT HALL 1 NNE, ID US",11/17/2006,,,,0.04,0,0,43,33,35
USC00103297,"FORT HALL 1 NNE, ID US",11/18/2006,,,,0,0,0,45,31,31
USC00103297,"FORT HALL 1 NNE, ID US",11/19/2006,,,,0,0,0,52,23,23
USC00103297,"FORT HALL 1 NNE, ID US",11/20/2006,,,,0,0,0,58,23,29
USC00103297,"FORT HALL 1 NNE, ID US",11/21/2006,,,,0,0,0,56,29,51
USC00103297,"FORT HALL 1 NNE, ID US",11/22/2006,,,,0,0,0,53,30,30
USC00103297,"FORT HALL 1 NNE, ID US",11/23/2006,,,,0,0,0,39,30,33
USC00103297,"FORT HALL 1 NNE, ID US",11/24/2006,,,,0,0,0,44,17,17
USC00103297,"FORT HALL 1 NNE, ID US",11/25/2006,,,,0,0,0,43,16,21
USC00103297,"FORT HALL 1 NNE, ID US",11/26/2006,,,,0,0,0,48,19,20
USC00103297,"FORT HALL 1 NNE, ID US",11/27/2006,,,,0,0,0,41,20,32
USC00103297,"FORT HALL 1 NNE, ID US",11/28/2006,,,,0.01,0.3,0,23,18,19
USC00103297,"FORT HALL 1 NNE, ID US",11/29/2006,,,,0.06,0.8,1,16,4,6
USC00103297,"FORT HALL 1 NNE, ID US",11/30/2006,,,,0,0,1,28,-1,8
USC00103297,"FORT HALL 1 NNE, ID US",12/1/2006,,,,0,0,1,23,8,20
USC00103297,"FORT HALL 1 NNE, ID US",12/2/2006,,,,0,0,1,24,16,18
USC00103297,"FORT HALL 1 NNE, ID US",12/3/2006,,,,0,0,1,28,0,2
USC00103297,"FORT HALL 1 NNE, ID US",12/4/2006,,,,0,0,1,32,2,2
USC00103297,"FORT HALL 1 NNE, ID US",12/5/2006,,,,0,0,1,37,2,12
USC00103297,"FORT HALL 1 NNE, ID US",12/6/2006,,,,0,0,1,36,11,13
USC00103297,"FORT HALL 1 NNE, ID US",12/7/2006,,,,0,0,0,43,11,13
USC00103297,"FORT HALL 1 NNE, ID US",12/8/2006,,,,0,0,0,51,11,15
USC00103297,"FORT HALL 1 NNE, ID US",12/9/2006,,,,0,0,0,50,14,22
USC00103297,"FORT HALL 1 NNE, ID US",12/10/2006,,,,0,0,0,45,21,25
USC00103297,"FORT HALL 1 NNE, ID US",12/11/2006,,,,0.1,0.5,1,38,25,31
USC00103297,"FORT HALL 1 NNE, ID US",12/12/2006,,,,0.01,0,0,42,28,35
USC00103297,"FORT HALL 1 NNE, ID US",12/13/2006,,,,0.07,0,0,44,35,39
USC00103297,"FORT HALL 1 NNE, ID US",12/14/2006,,,,0.15,0,0,50,32,34
USC00103297,"FORT HALL 1 NNE, ID US",12/15/2006,,,,0.03,0,0,46,34,43
USC00103297,"FORT HALL 1 NNE, ID US",12/16/2006,,,,0,0,0,28,21,21
USC00103297,"FORT HALL 1 NNE, ID US",12/17/2006,,,,0,0,0,30,10,10
USC00103297,"FORT HALL 1 NNE, ID US",12/18/2006,,,,0,0,0,26,3,4
USC00103297,"FORT HALL 1 NNE, ID US",12/19/2006,,,,0,0,0,21,0,1
USC00103297,"FORT HALL 1 NNE, ID US",12/20/2006,,,,0,0,0,31,1,6
USC00103297,"FORT HALL 1 NNE, ID US",12/21/2006,,,,0,0,0,32,3,3
USC00103297,"FORT HALL 1 NNE, ID US",12/22/2006,,,,0.15,2,2,27,3,24
USC00103297,"FORT HALL 1 NNE, ID US",12/23/2006,,,,0.09,1,3,32,17,17
USC00103297,"FORT HALL 1 NNE, ID US",12/24/2006,,,,0.05,0.8,4,28,16,24
USC00103297,"FORT HALL 1 NNE, ID US",12/25/2006,,,,0,0,2,41,4,19
USC00103297,"FORT HALL 1 NNE, ID US",12/26/2006,,,,0,0,2,46,18,37
USC00103297,"FORT HALL 1 NNE, ID US",12/27/2006,,,,0.27,0,0,40,35,35
USC00103297,"FORT HALL 1 NNE, ID US",12/28/2006,,,,0.31,1,1,29,24,24
USC00103297,"FORT HALL 1 NNE, ID US",12/29/2006,,,,0.02,1,2,22,9,13
USC00103297,"FORT HALL 1 NNE, ID US",12/30/2006,,,,0,0,2,18,9,11
USC00103297,"FORT HALL 1 NNE, ID US",12/31/2006,,,,0,0,2,25,5,9
USC00103297,"FORT HALL 1 NNE, ID US",1/1/2007,,,,0,0,1,24,8,19
USC00103297,"FORT HALL 1 NNE, ID US",1/2/2007,,,,0,0,1,27,15,15
USC00103297,"FORT HALL 1 NNE, ID US",1/3/2007,,,,0,0,1,41,15,16
USC00103297,"FORT HALL 1 NNE, ID US",1/4/2007,,,,0.22,0,0,33,15,31
USC00103297,"FORT HALL 1 NNE, ID US",1/5/2007,,,,0.01,0.5,1,31,20,20
USC00103297,"FORT HALL 1 NNE, ID US",1/6/2007,,,,0,0.5,1,31,19,19
USC00103297,"FORT HALL 1 NNE, ID US",1/7/2007,,,,0,0.3,1,37,12,21
USC00103297,"FORT HALL 1 NNE, ID US",1/8/2007,,,,0,0,0,38,21,36
USC00103297,"FORT HALL 1 NNE, ID US",1/9/2007,,,,0,0,0,46,34,34
USC00103297,"FORT HALL 1 NNE, ID US",1/10/2007,,,,0,0,0,44,29,36
USC00103297,"FORT HALL 1 NNE, ID US",1/11/2007,,,,0.07,1,1,19,18,18
USC00103297,"FORT HALL 1 NNE, ID US",1/12/2007,,,,0,0,1,18,-6,-6
USC00103297,"FORT HALL 1 NNE, ID US",1/13/2007,,,,0,0,1,13,-9,-9
USC00103297,"FORT HALL 1 NNE, ID US",1/14/2007,,,,0,0,1,12,-12,-12
USC00103297,"FORT HALL 1 NNE, ID US",1/15/2007,,,,0,0,1,13,-12,5
USC00103297,"FORT HALL 1 NNE, ID US",1/16/2007,,,,0,0,1,17,-7,-6
USC00103297,"FORT HALL 1 NNE, ID US",1/17/2007,,,,0,0,1,17,-7,-3
USC00103297,"FORT HALL 1 NNE, ID US",1/18/2007,,,,0,0,1,23,-5,6
USC00103297,"FORT HALL 1 NNE, ID US",1/19/2007,,,,0,0,1,25,-2,-1
USC00103297,"FORT HALL 1 NNE, ID US",1/20/2007,,,,0,0,1,23,-1,1
